,"Euro Area, FX Spot Rates, Macrobond, EUR per USD","Japan, FX Spot Rates, Macrobond, JPY per USD","United Kingdom, FX Spot Rates, Macrobond, GBP per USD","Switzerland, FX Spot Rates, Macrobond, CHF per USD","Canada, FX Spot Rates, Macrobond, CAD per USD","Australia, FX Spot Rates, Macrobond, AUD per USD","New Zealand, FX Spot Rates, Macrobond, NZD per USD","Norway, FX Spot Rates, Macrobond, NOK per USD","Sweden, FX Spot Rates, Macrobond, SEK per USD","United States, FX Indices, ICE, U.S. Dollar Index, Close"
1975-04-22,0.7781,292.83,0.4248,2.565,1.014,0.7468,0.7529,5.0075,3.9841,95.61
1975-04-23,0.7748,292.74,0.4219,2.563,1.0164,0.7465,0.7538,4.9975,3.9573,95.23
1975-04-24,0.7733,292.83,0.4238,2.543,1.0152,0.7446,0.7506,4.9975,3.962,95.23
1975-04-25,0.7763,293.69,0.4251,2.556,1.017,0.7477,0.7506,5.0302,3.9841,95.62
1975-04-28,0.78,294.55,0.4263,2.569,1.0188,0.7468,0.7545,5.0403,3.9952,95.8
1975-04-29,0.777,293.86,0.4248,2.565,1.0182,0.7485,0.7556,5.0226,3.9746,95.41
1975-04-30,0.7753,292.23,0.4251,2.5525,1.0194,0.7471,0.7535,5.0251,3.9698,95.39
1975-05-01,0.7753,292.14,0.4257,2.5525,1.0208,0.7477,0.7541,5.0251,3.9698,95.36
1975-05-02,0.7767,290.36,0.4275,2.5615,1.021,0.7463,0.7543,5.0226,3.9841,95.44
1975-05-05,0.7744,290.44,0.4272,2.55,1.0275,0.7463,0.7555,5.0075,3.962,95.25
1975-05-06,0.7727,291.38,0.4275,2.5465,1.0266,0.7454,0.7543,5.0025,3.9604,95.24
1975-05-07,0.7715,291.21,0.4275,2.5385,1.026,0.746,0.7549,5.005,3.951,94.93
1975-05-08,0.7715,291.38,0.4274,2.5385,1.0266,0.7454,0.7547,4.931,3.9216,94.61
1975-05-09,0.7701,291.46,0.431,2.515,1.0285,0.7449,0.7543,4.9505,3.937,94.93
1975-05-12,0.7724,291.29,0.4344,2.5167,1.0347,0.7477,0.7579,4.948,3.9339,95.1
1975-05-13,0.7663,291.46,0.4333,2.493,1.0347,0.7482,0.7591,4.8972,3.917,94.57
1975-05-14,0.7655,291.8,0.4337,2.4645,1.0323,0.746,0.7575,4.902,3.917,94.59
1975-05-15,0.7702,291.63,0.4344,2.487,1.0335,0.746,0.7577,4.9432,3.9401,95.25
1975-05-16,0.7697,291.55,0.4343,2.502,1.0336,0.7477,0.7593,4.948,3.9401,95.12
1975-05-19,0.7697,291.8,0.4342,2.502,1.0327,0.7474,0.7593,4.9407,3.9246,94.92
1975-05-20,0.769,292.23,0.4341,2.5115,1.0307,0.7471,0.7586,4.9407,3.937,94.93
1975-05-21,0.7664,292.06,0.4321,2.495,1.0268,0.7471,0.7587,4.9358,3.9185,94.46
1975-05-22,0.7637,291.89,0.4295,2.4875,1.0311,0.7452,0.7566,4.9237,3.9063,94.31
1975-05-23,0.763,291.04,0.4297,2.487,1.0279,0.7443,0.7545,4.9261,3.917,94.24
1975-05-26,0.7594,291.04,0.4297,2.4725,1.0279,0.7443,0.7547,4.9261,3.917,94.24
1975-05-27,0.7629,291.29,0.4298,2.4785,1.0279,0.744,0.7547,4.9334,3.9124,94.24
1975-05-28,0.7623,290.7,0.43,2.4705,1.0277,0.7443,0.7548,4.9285,3.9093,94.39
1975-05-29,0.7634,291.38,0.4317,2.484,1.027,0.7446,0.7559,4.9285,3.9154,94.48
1975-05-30,0.769,291.55,0.4316,2.51,1.0228,0.746,0.7567,4.9383,3.9324,94.63
1975-06-02,0.7674,291.46,0.4313,2.505,1.025,0.7457,0.7567,4.9334,3.9277,94.53
1975-06-03,0.764,291.04,0.4308,2.4837,1.0275,0.7452,0.7559,4.914,3.9093,94.36
1975-06-04,0.764,291.29,0.4313,2.487,1.0281,0.7452,0.7557,4.902,3.9154,94.47
1975-06-05,0.7654,292.23,0.4306,2.494,1.026,0.7454,0.7563,4.9092,3.9185,94.47
1975-06-06,0.765,291.8,0.4307,2.4935,1.0255,0.7454,0.7557,4.9044,3.9154,94.56
1975-06-09,0.7684,291.8,0.4315,2.511,1.0269,0.746,0.7569,4.9261,3.9355,94.64
1975-06-10,0.7663,291.89,0.4329,2.5025,1.026,0.7463,0.7569,4.9116,3.9216,94.56
1975-06-11,0.7658,291.89,0.4373,2.507,1.0236,0.7474,0.7584,4.89,3.9093,94.52
1975-06-12,0.7661,292.48,0.4388,2.489,1.0256,0.7485,0.7623,4.8757,3.9017,94.54
1975-06-13,0.7659,292.65,0.4373,2.492,1.025,0.7482,0.761,4.8804,3.9063,94.59
1975-06-16,0.7654,294.12,0.4389,2.4842,1.026,0.7482,0.761,4.8757,3.9032,94.58
1975-06-17,0.7655,293.43,0.4402,2.4765,1.0259,0.7485,0.7618,4.8852,3.8941,94.58
1975-06-18,0.7667,294.12,0.4399,2.4867,1.0247,0.7493,0.7626,4.8828,3.9108,94.73
1975-06-19,0.7677,294.12,0.4399,2.4905,1.0261,0.7496,0.7628,4.89,3.9216,94.83
1975-06-20,0.7677,293.94,0.4402,2.4885,1.026,0.7502,0.7632,4.8924,3.9093,94.82
1975-06-23,0.7689,294.72,0.4403,2.496,1.0268,0.7499,0.7631,4.9092,3.9231,95.01
1975-06-24,0.7709,295.33,0.4433,2.5025,1.0253,0.7508,0.7639,4.9164,3.9231,95.08
1975-06-25,0.7689,297,0.4435,2.4973,1.0267,0.7524,0.7665,4.9092,3.917,95.16
1975-06-26,0.7718,295.77,0.4453,2.4932,1.0273,0.7527,0.7668,4.9092,3.9216,95.24
1975-06-27,0.7738,296.03,0.4495,2.496,1.0303,0.7539,0.7681,4.9237,3.9293,95.58
1975-06-30,0.7786,295.68,0.4578,2.5055,1.0306,0.7556,0.7718,4.9383,3.9355,95.86
1975-07-01,0.7804,295.68,0.4523,2.5082,1.0299,0.7579,0.7783,4.9628,3.9479,96.07
1975-07-02,0.7844,295.51,0.4546,2.5197,1.0302,0.7567,0.7731,5.0151,3.9841,96.66
1975-07-03,0.7884,295.42,0.4554,2.5378,1.0287,0.7576,0.7754,5.0429,3.9984,96.73
1975-07-04,0.7885,295.42,0.4558,2.538,1.0287,0.7576,0.776,5.0429,3.9935,96.73
1975-07-07,0.7928,295.51,0.4579,2.5602,1.0314,0.759,0.7768,5.0556,4.0145,97.2
1975-07-08,0.79,295.68,0.4553,2.552,1.0328,0.7596,0.778,5.0378,4.0112,97.03
1975-07-09,0.7885,295.95,0.453,2.5445,1.031,0.759,0.7769,5.0302,4.0016,96.91
1975-07-10,0.7947,296.12,0.4542,2.5645,1.0293,0.7593,0.7756,5.0761,4.042,97.46
1975-07-11,0.7968,296.12,0.4544,2.57,1.0304,0.7599,0.7768,5.0813,4.0684,97.74
1975-07-14,0.8013,295.86,0.4565,2.5875,1.0295,0.761,0.7771,5.1308,4.09,97.99
1975-07-15,0.8007,295.86,0.4569,2.5785,1.029,0.7613,0.778,5.144,4.0984,98.23
1975-07-16,0.8086,296.03,0.4581,2.6115,1.0315,0.7639,0.7807,5.2219,4.1339,98.6
1975-07-17,0.8078,296.3,0.4582,2.6027,1.0292,0.7639,0.7802,5.2438,4.1632,99.02
1975-07-18,0.814,296.21,0.4595,2.637,1.031,0.7654,0.7815,5.2438,4.1719,99.34
1975-07-21,0.818,296.12,0.46,2.652,1.031,0.7663,0.7827,5.2882,4.1929,99.63
1975-07-22,0.8141,296.47,0.4587,2.643,1.0311,0.7672,0.7831,5.291,4.2017,99.71
1975-07-23,0.8237,296.82,0.459,2.6772,1.032,0.7678,0.784,5.3248,4.2301,100.21
1975-07-24,0.8219,297.62,0.4588,2.6737,1.0325,0.7686,0.7837,5.3277,4.2373,100.26
1975-07-25,0.8205,296.65,0.4588,2.672,1.0322,0.7692,0.7844,5.322,4.2248,100.07
1975-07-28,0.8229,297.8,0.4596,2.6635,1.0325,0.768,0.7843,5.3735,4.2553,100.69
1975-07-29,0.8306,297.35,0.4598,2.696,1.0319,0.7704,0.7854,5.385,4.2717,100.88
1975-07-30,0.8311,297.44,0.4624,2.6855,1.0304,0.7701,0.7854,5.4054,4.2937,101.16
1975-07-31,0.8353,297.71,0.4648,2.7135,1.0318,0.7692,0.7883,5.4201,4.2918,101.25
1975-08-01,0.8346,297.89,0.4652,2.7135,1.0316,0.7722,0.7885,5.4407,4.2937,101.3
1975-08-04,0.8363,297.97,0.467,2.7075,1.0315,0.7731,0.7903,5.4437,4.29,101.21
1975-08-05,0.8319,297.97,0.4671,2.6837,1.0317,0.7737,0.7907,5.3937,4.268,100.92
1975-08-06,0.8333,298.06,0.4698,2.6665,1.0325,0.7734,0.7912,5.4377,4.3029,101.38
1975-08-07,0.8384,297.97,0.4754,2.6885,1.0353,0.7752,0.794,5.4645,4.3197,101.85
1975-08-08,0.8392,297.62,0.4755,2.687,1.0355,0.7773,0.7981,5.4526,4.3103,101.75
1975-08-11,0.8415,297.8,0.4757,2.697,1.0375,0.7806,0.9384,5.4855,4.3215,101.91
1975-08-12,0.8393,298.06,0.4753,2.685,1.0368,0.7846,0.939,5.4794,4.3271,101.98
1975-08-13,0.8407,297.97,0.4744,2.6885,1.0371,0.7846,0.9389,5.4735,4.3178,101.84
1975-08-14,0.8382,297.97,0.4744,2.6815,1.0377,0.7831,0.9376,5.4735,4.3103,101.63
1975-08-15,0.8382,297.97,0.4743,2.666,1.0393,0.7828,0.9376,5.4585,4.3029,101.68
1975-08-18,0.8369,298.15,0.4744,2.6677,1.04,0.7831,0.9376,5.4615,4.3011,101.57
1975-08-19,0.8353,298.06,0.4723,2.6672,1.0384,0.7828,0.9373,5.4437,4.2882,101.21
1975-08-20,0.8306,297.97,0.4719,2.6662,1.0372,0.7813,0.9351,5.4437,4.2882,101.32
1975-08-21,0.8359,297.89,0.4736,2.678,1.0373,0.7819,0.9355,5.4466,4.3029,101.39
1975-08-22,0.8343,297.97,0.4748,2.6705,1.035,0.7825,0.9362,5.4526,4.3029,101.62
1975-08-25,0.8382,298.06,0.4748,2.681,1.0328,0.7831,0.9379,5.4855,4.3497,101.76
1975-08-26,0.8396,298.15,0.4741,2.6872,1.0356,0.7837,0.9384,5.4765,4.3441,101.65
1975-08-27,0.8375,297.97,0.474,2.6767,1.0349,0.7831,0.9366,5.4885,4.3497,101.68
1975-08-28,0.8379,298.06,0.474,2.6787,1.0335,0.7831,0.9366,5.4975,4.3611,101.76
1975-08-29,0.8397,297.97,0.4739,2.6822,1.0324,0.7831,0.9371,5.534,4.3687,101.79
1975-09-01,0.8407,297.97,0.4746,2.6903,1.0324,0.7831,0.9372,5.534,4.3687,101.79
1975-09-02,0.8416,297.97,0.4742,2.691,1.0315,0.784,0.939,5.5402,4.3783,101.89
1975-09-03,0.8373,297.8,0.4735,2.6765,1.0302,0.7834,0.9373,5.5036,4.3573,101.69
1975-09-04,0.8389,297.89,0.4744,2.6755,1.0305,0.7828,0.9374,5.5249,4.3745,101.87
1975-09-05,0.8396,297.97,0.4742,2.682,1.0289,0.7834,0.9379,5.531,4.3764,101.91
1975-09-08,0.8402,297.97,0.4739,2.684,1.0276,0.7834,0.9373,5.5249,4.3745,101.84
1975-09-09,0.8388,298.06,0.4733,2.6847,1.0263,0.7831,0.9368,5.5127,4.3668,101.85
1975-09-10,0.8401,297.97,0.4739,2.6817,1.0275,0.78,0.9374,5.5402,4.3802,101.97
1975-09-11,0.8418,298.06,0.4739,2.6852,1.0287,0.7843,0.937,5.5432,4.386,102.09
1975-09-12,0.8434,298.06,0.4746,2.6948,1.0267,0.7837,0.9375,5.5648,4.4014,102.22
1975-09-15,0.8452,298.06,0.4753,2.6993,1.0268,0.7843,0.9384,5.5741,4.4131,102.3
1975-09-16,0.8471,298.06,0.4787,2.701,1.0254,0.7846,0.9383,5.6085,4.4543,102.82
1975-09-17,0.8526,298.33,0.4805,2.717,1.0253,0.7871,0.9428,5.6275,4.4843,103.24
1975-09-18,0.8556,300.48,0.481,2.7182,1.0232,0.7883,0.9445,5.6433,4.4944,103.52
1975-09-19,0.8575,301.57,0.4808,2.7183,1.0245,0.7893,0.9455,5.6402,4.4944,103.65
1975-09-22,0.8615,302.94,0.4826,2.727,1.0239,0.7921,0.9462,5.698,4.5167,104.32
1975-09-23,0.8732,303.31,0.4892,2.736,1.0221,0.7949,0.95,5.7307,4.5475,104.81
1975-09-24,0.8677,303.12,0.4895,2.73,1.0234,0.7974,0.9545,5.7013,4.5269,104.55
1975-09-25,0.8674,302.66,0.4883,2.726,1.0248,0.7968,0.955,5.6786,4.4843,104.19
1975-09-26,0.8663,301.75,0.489,2.732,1.0248,0.7965,0.9544,5.6818,4.5167,104.48
1975-09-29,0.8704,303.21,0.4912,2.7555,1.0251,0.7965,0.9547,5.711,4.5249,104.77
1975-09-30,0.8662,302.85,0.4895,2.7475,1.0252,0.7978,0.9561,5.6915,4.4984,104.24
1975-10-01,0.8595,302.57,0.4904,2.7325,1.0253,0.7965,0.9552,5.637,4.4444,103.46
1975-10-02,0.8566,302.66,0.4904,2.7107,1.0246,0.7943,0.9543,5.6243,4.4524,103.52
1975-10-03,0.8608,303.03,0.4909,2.7172,1.0248,0.7955,0.954,5.6497,4.4823,103.95
1975-10-06,0.8591,303.12,0.4895,2.72,1.0257,0.7959,0.9553,5.6148,4.4504,103.49
1975-10-07,0.8509,302.94,0.4897,2.7,1.0264,0.7949,0.954,5.5773,4.4326,103.28
1975-10-08,0.8527,303.12,0.4895,2.6935,1.0265,0.7946,0.9542,5.6022,4.4405,103.38
1975-10-09,0.8534,303.03,0.4883,2.6947,1.026,0.7943,0.9539,5.5866,4.4189,103.13
1975-10-10,0.8468,302.94,0.4859,2.678,1.0254,0.7937,0.9525,5.5279,4.3764,102.47
1975-10-13,0.8433,302.94,0.4854,2.6547,1.0254,0.7937,0.9494,5.5279,4.3764,102.47
1975-10-14,0.8492,302.66,0.4885,2.6672,1.0269,0.7911,0.9483,5.5463,4.4189,103.01
1975-10-15,0.8474,302.94,0.4864,2.675,1.0302,0.793,0.9514,5.531,4.3764,102.44
1975-10-16,0.8449,302.94,0.4864,2.6535,1.029,0.7921,0.9498,5.4855,4.363,102.19
1975-10-17,0.842,302.76,0.4864,2.6505,1.0291,0.7918,0.9498,5.5006,4.3802,102.25
1975-10-20,0.8393,302.48,0.4854,2.644,1.0287,0.7918,0.949,5.4825,4.3649,102.23
1975-10-21,0.8438,301.11,0.4852,2.643,1.0285,0.7908,0.9486,5.4615,4.3611,102.05
1975-10-22,0.8379,301.57,0.4819,2.6295,1.0268,0.7893,0.9476,5.4555,4.3535,101.75
1975-10-23,0.838,301.84,0.4836,2.6365,1.0234,0.7883,0.945,5.4645,4.3592,101.89
1975-10-24,0.8389,301.66,0.4833,2.632,1.022,0.7899,0.9475,5.4675,4.3611,101.84
1975-10-27,0.8381,301.57,0.4836,2.623,1.022,0.7893,0.9475,5.4885,4.363,102.02
1975-10-28,0.8428,301.48,0.4838,2.6425,1.02,0.7896,0.9465,5.4855,4.3687,102.1
1975-10-29,0.8436,301.57,0.4836,2.6377,1.0206,0.7896,0.9468,5.5036,4.3668,102.02
1975-10-30,0.8378,301.66,0.4822,2.6232,1.0218,0.7896,0.9465,5.4855,4.3516,101.81
1975-10-31,0.8368,301.75,0.4812,2.624,1.0175,0.7883,0.9453,5.4615,4.3459,101.61
1975-11-03,0.8368,301.75,0.4822,2.62,1.0162,0.7874,0.9437,5.4615,4.3403,101.59
1975-11-04,0.8394,301.75,0.4831,2.6257,1.0162,0.7874,0.9446,5.4615,4.3403,101.59
1975-11-05,0.8409,301.84,0.4845,2.6405,1.0171,0.789,0.9458,5.4975,4.3745,102.07
1975-11-06,0.843,301.75,0.4833,2.644,1.0168,0.7899,0.9471,5.4765,4.3611,101.83
1975-11-07,0.8398,301.75,0.4847,2.634,1.0163,0.789,0.9465,5.4885,4.3611,101.94
1975-11-10,0.8409,302.3,0.484,2.6347,1.0154,0.7899,0.9471,5.4915,4.363,101.92
1975-11-11,0.8415,302.3,0.4847,2.6375,1.0154,0.7899,0.9471,5.4915,4.363,101.92
1975-11-12,0.8429,301.93,0.4845,2.643,1.0127,0.7937,0.9476,5.4945,4.3668,101.99
1975-11-13,0.8406,302.21,0.4859,2.633,1.0121,0.7899,0.9471,5.5006,4.3668,102.3
1975-11-14,0.8486,302.57,0.4892,2.6497,1.0156,0.7918,0.9501,5.5218,4.4092,102.71
1975-11-17,0.8515,302.66,0.4916,2.667,1.0158,0.793,0.9525,5.5741,4.4346,103.31
1975-11-18,0.8531,302.94,0.4909,2.6712,1.0129,0.793,0.9554,5.5648,4.415,103.08
1975-11-19,0.8526,303.12,0.49,2.6625,1.0128,0.7946,0.9548,5.5525,4.415,102.93
1975-11-20,0.8498,302.94,0.4888,2.6557,1.0131,0.7933,0.9532,5.534,4.3898,102.64
1975-11-21,0.8499,303.12,0.49,2.6545,1.0128,0.7927,0.9517,5.5402,4.3995,102.94
1975-11-24,0.8523,302.94,0.4904,2.6692,1.0117,0.794,0.9533,5.531,4.3975,102.95
1975-11-25,0.8515,303.12,0.4907,2.6615,1.0122,0.794,0.9542,5.5188,4.3898,102.94
1975-11-26,0.8542,303.21,0.4921,2.6675,1.0118,0.7943,0.9543,5.534,4.3956,103.23
1975-11-27,0.8556,303.21,0.4926,2.673,1.0118,0.7943,0.9554,5.534,4.3956,103.23
1975-11-28,0.8593,303.12,0.495,2.6785,1.0108,0.7955,0.9566,5.5617,4.4228,103.53
1975-12-01,0.8592,304.41,0.495,2.678,1.0111,0.7962,0.9573,5.5463,4.4072,103.37
1975-12-02,0.8565,304.41,0.4948,2.6682,1.0138,0.7971,0.9583,5.5371,4.4033,103.39
1975-12-03,0.8552,305.06,0.4943,2.66,1.0127,0.7971,0.9588,5.5402,4.4072,103.36
1975-12-04,0.8551,304.97,0.4931,2.6385,1.0117,0.7967,0.9578,5.5402,4.4072,103.17
1975-12-05,0.8564,306.75,0.4938,2.642,1.0111,0.7963,0.9573,5.5525,4.4131,103.55
1975-12-08,0.8568,306.84,0.4946,2.6402,1.0116,0.798,0.9594,5.5525,4.4111,103.48
1975-12-09,0.8577,306.19,0.4946,2.6255,1.0121,0.7981,0.9594,5.5617,4.417,103.63
1975-12-10,0.8587,306.09,0.4943,2.635,1.0127,0.7981,0.9596,5.5648,4.4131,103.6
1975-12-11,0.8579,305.9,0.4948,2.633,1.0138,0.7981,0.9594,5.5679,4.417,103.65
1975-12-12,0.8597,305.9,0.4955,2.6367,1.0173,0.7984,0.9596,5.5773,4.417,103.75
1975-12-15,0.8613,306,0.4958,2.6385,1.0152,0.7987,0.9605,5.5804,4.4248,103.92
1975-12-16,0.8615,305.53,0.4953,2.634,1.0139,0.7988,0.9607,5.5773,4.4209,103.8
1975-12-17,0.8601,305.62,0.4943,2.6332,1.0138,0.7984,0.9601,5.5679,4.4111,103.61
1975-12-18,0.8572,305.62,0.4946,2.6235,1.0137,0.7976,0.9591,5.5556,4.4092,103.54
1975-12-19,0.8583,306.09,0.4958,2.6262,1.0162,0.7977,0.9594,5.5617,4.4092,103.47
1975-12-22,0.8564,306.09,0.495,2.6335,1.015,0.7976,0.9595,5.5586,4.4072,103.42
1975-12-23,0.8562,306,0.4946,2.629,1.014,0.7976,0.9594,5.5556,4.3975,103.32
1975-12-24,0.8552,305.9,0.4943,2.619,1.0142,0.7972,0.9591,5.5463,4.3975,103.33
1975-12-25,0.8552,305.9,0.4943,2.619,1.0142,0.7972,0.9591,5.5463,4.3975,103.33
1975-12-26,0.8552,305.9,0.4943,2.619,1.0142,0.7971,0.9591,5.5463,4.3995,103.38
1975-12-29,0.858,305.25,0.4946,2.6245,1.0154,0.7973,0.9585,5.5525,4.3937,103.5
1975-12-30,0.8601,305.06,0.4941,2.6245,1.0161,0.7971,0.9584,5.5804,4.3995,103.51
1975-12-31,0.8582,305.16,0.4943,2.62,1.0168,0.7971,0.9581,5.5835,4.3956,103.51
1976-01-01,0.8582,305.16,0.4943,2.62,1.0168,0.7971,0.9581,5.5835,4.3956,103.51
1976-01-02,0.8588,305.06,0.4941,2.62,1.0166,0.7971,0.9581,5.571,4.4014,103.49
1976-01-05,0.8561,305.16,0.4921,2.6035,1.015,0.7968,0.9579,5.5463,4.3687,102.99
1976-01-06,0.8533,305.06,0.4924,2.5898,1.0131,0.7955,0.9565,5.5494,4.3821,103
1976-01-07,0.8527,305.25,0.4916,2.5962,1.0125,0.7952,0.9559,5.5432,4.3592,102.91
1976-01-08,0.852,305.62,0.4916,2.598,1.0127,0.7952,0.9556,5.5556,4.363,103
1976-01-09,0.8546,306,0.4924,2.6065,1.014,0.7962,0.9559,5.571,4.3802,103.22
1976-01-12,0.853,305.16,0.4921,2.5983,1.012,0.7965,0.9568,5.5586,4.3821,103.2
1976-01-13,0.857,305.25,0.4941,2.606,1.0091,0.7959,0.9568,5.5617,4.3956,103.25
1976-01-14,0.8561,305.34,0.4933,2.6053,1.0069,0.7965,0.9575,5.5556,4.384,103.12
1976-01-15,0.8547,305.25,0.4933,2.5975,1.0024,0.7959,0.9566,5.5556,4.3821,103.1
1976-01-16,0.856,305.25,0.4931,2.601,1.0064,0.7959,0.9568,5.5494,4.3783,103.15
1976-01-19,0.8557,304.14,0.4919,2.5965,1.0058,0.7957,0.9562,5.5556,4.3783,103.09
1976-01-20,0.8565,303.86,0.4924,2.6022,1.0025,0.7951,0.9557,5.5586,4.3802,103.16
1976-01-21,0.8609,304.41,0.4943,2.6036,1.0033,0.7949,0.9557,5.5648,4.3879,103.69
1976-01-22,0.8687,304.14,0.495,2.612,1.0019,0.7968,0.9575,5.5741,4.3764,103.77
1976-01-23,0.8657,304.04,0.4943,2.6025,1.0007,0.797,0.9573,5.5586,4.3783,103.83
1976-01-26,0.8639,303.77,0.4938,2.603,0.9992,0.7949,0.9579,5.5586,4.3745,103.68
1976-01-27,0.8637,303.67,0.4938,2.6013,1.0005,0.7962,0.9568,5.5586,4.3802,103.66
1976-01-28,0.8632,303.58,0.4929,2.6008,1,0.794,0.9567,5.5586,4.3821,103.72
1976-01-29,0.8654,303.67,0.4931,2.606,1.0003,0.7959,0.9558,5.5648,4.386,103.74
1976-01-30,0.8654,303.67,0.4929,2.6,1.0011,0.796,0.9553,5.5494,4.3783,103.88
1976-02-02,0.8655,303.21,0.4931,2.6007,0.9994,0.7962,0.9559,5.5218,4.3573,103.52
1976-02-03,0.8643,302.76,0.4931,2.5894,0.9984,0.7952,0.9548,5.5279,4.363,103.6
1976-02-04,0.863,300.57,0.4924,2.593,0.998,0.7955,0.9552,5.5249,4.3611,103.32
1976-02-05,0.8611,300.57,0.4931,2.59,0.9964,0.793,0.9532,5.5279,4.3706,103.45
1976-02-06,0.8626,301.39,0.4933,2.5942,0.9959,0.794,0.9532,5.534,4.3725,103.49
1976-02-09,0.8606,300.75,0.4931,2.5948,0.9956,0.7942,0.9548,5.5279,4.3706,103.29
1976-02-10,0.8628,300.66,0.4936,2.5975,0.9958,0.7935,0.9537,5.5218,4.3725,103.24
1976-02-11,0.8599,300.12,0.4931,2.5693,0.9958,0.7933,0.9538,5.5006,4.363,102.95
1976-02-12,0.8606,300.12,0.4936,2.5515,0.9958,0.7933,0.9523,5.5006,4.363,102.95
1976-02-13,0.8615,300.75,0.4938,2.5485,0.9962,0.793,0.9531,5.5188,4.386,103.32
1976-02-16,0.8619,300.75,0.4943,2.548,0.9962,0.793,0.9537,5.5188,4.386,103.32
1976-02-17,0.8657,301.57,0.4943,2.5618,0.9963,0.7949,0.955,5.5371,4.3802,103.66
1976-02-18,0.8634,301.66,0.4941,2.5667,0.9937,0.7952,0.9557,5.5218,4.3783,103.51
1976-02-19,0.8628,301.75,0.4943,2.552,0.993,0.7948,0.9553,5.5157,4.3783,103.46
1976-02-20,0.8647,302.11,0.4941,2.5562,0.9916,0.7945,0.9554,5.5218,4.384,103.68
1976-02-23,0.8666,302.57,0.4941,2.563,0.9894,0.7952,0.9549,5.5218,4.3783,103.76
1976-02-24,0.8683,302.02,0.4938,2.552,0.9893,0.7955,0.9552,5.5188,4.3764,103.81
1976-02-25,0.8662,302.02,0.4936,2.5555,0.9884,0.7955,0.9551,5.531,4.3783,103.66
1976-02-26,0.8655,302.11,0.4936,2.5595,0.9855,0.7946,0.9548,5.5432,4.3821,103.6
1976-02-27,0.8656,302.11,0.4938,2.562,0.9848,0.7949,0.9548,5.5432,4.386,103.66
1976-03-01,0.8664,301.66,0.4941,2.5675,0.9893,0.7945,0.9554,5.5617,4.3995,104.01
1976-03-02,0.87,301.66,0.4941,2.5905,0.991,0.7955,0.9556,5.5648,4.3995,104.07
1976-03-03,0.87,301.57,0.4941,2.577,0.9884,0.7953,0.9556,5.5463,4.3956,104.03
1976-03-04,0.8716,301.66,0.4963,2.5822,0.9894,0.795,0.9554,5.5586,4.4053,104.33
1976-03-05,0.8759,301.57,0.5038,2.5823,0.9916,0.7968,0.9578,5.5556,4.4033,104.56
1976-03-08,0.8773,300.75,0.5144,2.575,0.9852,0.8029,0.9667,5.531,4.3956,104.6
1976-03-09,0.8792,301.11,0.5152,2.5788,0.9849,0.8021,0.9746,5.5432,4.4014,104.66
1976-03-10,0.8794,301.3,0.5203,2.5755,0.9841,0.8025,0.9733,5.5586,4.3975,104.96
1976-03-11,0.8852,301.3,0.523,2.5748,0.9846,0.8041,0.9799,5.5741,4.4092,105.04
1976-03-12,0.8837,300.84,0.5192,2.5882,0.9858,0.8023,0.9748,5.571,4.4131,105.15
1976-03-15,0.8921,300.66,0.52,2.5878,0.986,0.8032,0.9764,5.5741,4.4111,105.68
1976-03-16,0.896,300.57,0.5222,2.5833,0.9839,0.8042,0.9771,5.596,4.4111,106.02
1976-03-17,0.8988,299.94,0.5195,2.5765,0.9847,0.8055,0.9798,5.5402,4.4033,105.94
1976-03-18,0.8927,299.94,0.5195,2.524,0.9852,0.8035,0.976,5.531,4.3975,105.74
1976-03-19,0.8908,299.67,0.5206,2.5375,0.9853,0.8039,0.9762,5.5279,4.3995,105.56
1976-03-22,0.8927,299.85,0.5206,2.5417,0.9853,0.8035,0.9769,5.5279,4.4014,105.41
1976-03-23,0.8909,299.76,0.5195,2.5455,0.9853,0.8022,0.9767,5.5432,4.4131,105.59
1976-03-24,0.8888,299.76,0.5189,2.5533,0.985,0.8022,0.9763,5.5494,4.4111,105.45
1976-03-25,0.8884,299.67,0.52,2.5492,0.9838,0.8019,0.9752,5.5432,4.4092,105.39
1976-03-26,0.8901,299.58,0.5206,2.5422,0.9831,0.8021,0.9758,5.5432,4.4072,105.61
1976-03-29,0.8923,299.67,0.5219,2.548,0.9846,0.8024,0.9767,5.5371,4.4111,105.6
1976-03-30,0.89,299.85,0.5219,2.55,0.9845,0.8027,0.9768,5.5127,4.4092,105.36
1976-03-31,0.8879,299.58,0.5222,2.5342,0.9843,0.8025,0.9775,5.531,4.4072,105.34
1976-04-01,0.8892,299.49,0.5299,2.532,0.9845,0.8022,0.9774,5.5066,4.3975,105.37
1976-04-02,0.8929,299.31,0.535,2.5262,0.9839,0.8048,0.9748,5.5127,4.415,105.82
1976-04-05,0.8938,299.31,0.5356,2.5365,0.9828,0.8065,0.9872,5.5157,4.4131,105.82
1976-04-06,0.8939,299.04,0.5382,2.5325,0.9823,0.8081,0.9907,5.4945,4.4092,105.81
1976-04-07,0.895,298.86,0.5353,2.5313,0.9806,0.8071,0.99,5.5036,4.415,105.91
1976-04-08,0.8953,297.44,0.542,2.5405,0.9789,0.8068,0.9897,5.4975,4.4072,105.97
1976-04-09,0.8975,297.89,0.5444,2.531,0.9802,0.8083,0.999,5.5006,4.4131,106.14
1976-04-12,0.902,298.42,0.5432,2.535,0.9832,0.8093,0.9967,5.5006,4.4111,106.57
